,1,2,3,4,5,6,7,8,9,10,11
1,12,0,13,0,2,35,1,6,0,3,13
2,13,0,14,0,2,33,1,6,0,3,13
3,13,0,14,0,2,32,1,6,0,4,13
4,13,0,15,0,2,32,0,6,0,4,13
5,14,0,14,0,2,29,0,6,0,5,13
6,14,0,14,0,2,29,0,6,0,5,13
7,13,0,14,0,2,29,0,6,0,5,13
8,12,0,14,0,2,28,0,6,0,5,14
9,12,0,14,0,2,27,0,6,0,5,15
10,12,0,15,0,2,26,0,6,0,4,15
11,13,0,17,0,2,27,0,5,0,4,13
12,13,0,17,0,2,26,0,5,0,4,13
13,12,0,18,0,2,25,0,5,0,4,13
14,12,0,17,0,2,26,0,5,0,3,13
15,11,0,17,0,2,28,0,5,0,3,13
16,11,0,16,0,2,28,0,4,0,3,14
17,10,0,16,0,2,29,0,4,0,4,14
18,10,0,17,0,2,28,0,3,0,4,13
19,9,0,17,0,2,30,0,3,0,4,13
20,9,0,17,0,2,30,0,2,0,4,13
21,9,0,17,0,2,30,0,2,0,5,13
22,9,0,18,0,1,32,0,2,0,4,12
23,8,0,18,0,1,32,0,2,0,4,14
24,8,0,17,0,1,32,0,2,0,4,15
25,9,0,17,0,1,30,0,2,0,4,16
26,7,0,17,0,1,33,0,2,0,4,16
27,7,0,17,0,1,32,0,2,0,4,17
28,7,0,16,0,1,32,0,2,0,4,17
29,7,0,17,0,0,33,0,2,0,4,17
30,7,0,17,0,0,34,0,2,0,4,17
31,7,0,16,0,0,37,0,2,0,4,16
32,7,0,17,0,0,36,0,2,0,4,16
33,9,0,16,0,0,36,0,1,0,3,17
34,9,0,15,0,0,36,0,1,0,3,17
35,9,0,15,0,0,36,0,1,0,3,17
36,10,0,13,0,0,36,0,1,0,2,18
37,11,0,12,0,0,37,0,2,0,2,18
38,11,0,11,0,0,37,0,3,0,2,18
39,11,0,10,0,0,42,0,3,0,2,15
40,9,0,11,0,0,43,0,3,0,2,15
41,9,0,12,0,0,43,0,2,0,2,15
42,9,0,11,0,0,43,0,2,0,2,16
43,8,0,12,0,0,44,0,2,0,2,16
44,8,0,13,0,0,42,0,2,0,2,14
45,8,0,13,0,0,42,0,2,0,2,14
46,8,0,12,0,0,42,0,3,0,2,14
47,8,0,11,0,0,43,0,3,0,2,14
48,8,0,12,0,0,43,0,3,0,2,14
49,8,0,12,0,0,45,1,3,0,2,12
50,8,0,11,0,0,45,1,3,0,2,12
51,8,0,11,0,0,46,1,3,0,2,12
52,7,0,10,0,0,47,1,4,0,2,12
53,7,0,9,0,0,47,1,5,0,3,11
54,8,0,6,0,0,49,1,5,0,2,12
55,7,0,6,0,0,52,1,5,0,2,10
56,8,0,5,0,0,50,1,5,0,2,12
57,9,0,5,0,0,47,1,5,0,3,13
58,8,0,5,0,0,48,1,6,0,3,12
59,8,0,5,0,0,50,1,6,0,3,12
60,8,0,5,0,0,51,1,6,0,3,12
61,8,0,5,0,0,51,1,6,0,3,12
62,10,0,6,0,0,49,1,7,0,3,12
63,10,0,6,0,0,49,1,7,0,3,12
64,9,0,6,0,0,48,1,8,0,3,13
65,10,0,6,0,0,47,1,8,0,3,13
66,9,0,7,0,0,47,1,8,0,3,13
67,10,0,7,0,0,46,1,8,0,3,13
68,10,0,7,0,0,46,1,8,0,3,14
69,10,0,6,0,0,47,1,8,0,3,14
70,10,0,6,0,0,47,1,8,0,3,14
71,12,0,6,0,0,46,1,7,0,3,15
72,11,0,6,0,0,47,1,7,0,3,15
73,11,0,6,0,0,47,1,7,0,3,15
74,11,0,6,0,0,50,1,7,0,3,16
75,11,0,6,0,0,48,1,7,0,4,16
76,11,0,6,0,0,50,1,7,0,4,16
77,11,0,8,0,0,50,1,7,0,3,16
78,13,0,8,0,0,49,1,7,0,3,16
79,13,0,7,0,0,52,1,7,0,3,16
80,12,0,6,0,0,53,1,7,0,3,16
81,12,0,8,0,0,52,1,5,0,3,17
82,11,0,9,0,0,52,1,4,0,3,18
83,11,0,9,0,0,53,1,4,0,3,17
84,11,0,8,0,0,52,1,4,0,3,18
85,12,0,7,0,0,54,1,4,0,3,16
86,12,0,7,0,0,54,1,4,0,3,15
87,12,0,7,0,0,52,1,4,0,5,14
88,12,0,7,0,0,52,1,4,0,3,13
89,11,0,7,0,0,52,1,4,0,3,13
90,11,0,7,0,0,49,1,4,0,4,14
91,11,0,7,0,0,50,1,3,0,4,13
92,10,0,7,0,0,49,1,3,0,4,13
93,10,0,7,0,0,47,1,3,0,4,14
