,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
92,43,21,14,11,9,7,6,5,5,4,4,4,3,3,3,3,3,2,2,2
93,43,21,14,11,9,7,6,5,5,4,4,4,3,3,3,3,2,3,2,2
94,43,21,14,11,9,7,6,5,5,4,4,4,3,3,3,3,2,2,2,2
95,42,21,14,11,8,7,6,5,5,4,4,4,3,3,3,3,3,2,2,2
96,43,21,14,11,8,7,6,5,5,4,4,4,3,3,3,3,3,2,2,2
97,42,21,14,10,8,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2
98,42,21,14,10,8,7,6,5,5,4,4,3,3,3,3,3,2,2,2,2
99,41,20,14,10,8,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2
100,41,21,14,10,8,7,6,5,5,4,4,3,3,3,3,3,2,2,2,2
101,41,21,14,10,8,7,6,5,5,4,4,3,3,3,3,3,2,2,2,2
102,40,20,13,10,8,7,6,5,4,4,4,3,3,3,3,3,2,2,2,2
103,41,21,13,10,8,7,6,5,4,4,4,3,3,3,3,2,2,2,2,2
104,40,20,14,10,8,7,6,5,4,4,4,3,3,3,3,2,2,2,2,2
105,40,20,13,10,8,7,6,5,4,4,4,3,3,3,3,3,2,2,2,2
106,40,20,13,10,8,7,6,5,4,4,4,3,3,3,3,3,2,2,2,2
107,39,19,13,10,8,7,6,5,4,4,4,3,3,3,3,2,2,2,2,2
108,38,19,13,10,8,6,6,5,4,4,3,3,3,3,3,2,2,2,2,2
109,38,19,13,10,8,6,5,5,4,4,3,3,3,3,3,2,2,2,2,2
110,38,19,12,9,7,6,5,5,4,4,3,3,3,3,3,2,2,2,2,2
111,37,18,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
112,37,19,12,9,7,6,5,5,4,4,3,3,3,3,3,2,2,2,2,2
113,36,18,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
114,36,18,12,9,7,6,5,4,4,4,3,3,3,3,2,2,2,2,2,2
115,35,18,12,9,7,6,5,4,4,3,3,3,3,3,2,2,2,2,2,2
116,34,17,11,9,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
117,33,17,11,8,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
118,33,17,11,8,7,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2
119,32,16,11,8,7,5,5,4,3,3,3,3,2,2,2,2,2,2,2,2
120,31,16,11,8,6,5,5,4,3,3,3,3,2,2,2,2,2,2,2,2
121,31,16,11,8,6,5,5,4,3,3,3,3,3,2,2,2,2,2,2,2
122,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
123,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
124,30,15,10,8,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
125,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
126,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
127,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
128,27,14,9,7,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
129,28,14,9,7,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
130,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
131,27,14,9,7,5,5,4,3,3,3,3,2,2,2,2,2,2,1,1,1
132,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
133,28,14,9,7,6,5,4,3,3,3,2,2,2,2,2,2,2,2,1,1
134,27,14,9,7,5,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
135,27,13,9,7,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1
136,27,13,9,7,6,5,4,3,3,3,2,2,2,2,2,2,2,1,1,1
137,26,13,9,7,5,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1
138,26,13,9,7,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1
139,26,13,9,7,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1
140,26,13,9,7,5,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1
141,26,13,9,7,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1
142,25,13,9,6,5,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1
143,25,13,8,6,5,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1
144,25,12,8,6,5,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1
145,25,12,8,6,5,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1
146,25,12,8,6,5,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1
147,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,2,2,1,1,1
148,24,12,8,6,5,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1
149,23,11,8,6,5,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1
150,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
151,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
152,23,12,8,6,5,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1
153,23,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
154,23,12,8,6,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1
155,23,12,8,6,5,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1
156,23,11,8,6,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1
157,23,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
158,22,11,7,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
159,22,11,8,6,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1
160,22,11,7,6,5,4,3,3,3,2,2,2,2,2,1,1,1,1,1,1
161,21,11,7,5,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1
162,22,11,7,6,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1
163,22,11,7,6,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1
164,22,11,7,5,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1
165,22,11,7,6,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1
166,22,11,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
167,22,11,7,6,5,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1
168,22,11,8,6,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1
169,23,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
170,23,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
171,23,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
172,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
173,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1
174,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
175,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
176,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
177,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1
178,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1
179,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1
180,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,1,2,1,1,1
181,24,12,8,6,5,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1
182,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1
183,24,12,8,6,5,4,3,3,3,2,2,2,2,2,2,2,1,1,1,1
184,24,12,8,6,5,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1
185,24,12,8,6,5,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1
186,25,13,8,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1,1
187,26,13,8,6,5,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1
188,26,13,8,7,5,4,4,3,3,3,2,2,2,2,2,2,1,1,1,1
189,27,13,9,7,5,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1
190,27,14,9,7,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1
191,28,14,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,2,1,1
192,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
193,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
194,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
195,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
196,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
197,28,14,9,7,6,5,4,4,3,3,2,2,2,2,2,2,2,2,1,1
198,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
199,28,14,10,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
200,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
201,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
202,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
203,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
204,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
205,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
206,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
207,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
208,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
209,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
210,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
211,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
212,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
213,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
214,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,1,1
215,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
216,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
217,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
218,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
219,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
220,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
221,30,15,10,8,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
222,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
223,31,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
224,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
225,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
226,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
227,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
228,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
229,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
230,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
231,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
232,29,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
233,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
234,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
235,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
236,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
237,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
238,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
239,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
240,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
241,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
242,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
243,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
244,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,1,1
245,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
246,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
247,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
248,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
249,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
250,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
251,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
252,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
253,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
254,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,1,2
255,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
256,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
257,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
258,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
259,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
260,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
261,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
262,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
263,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
264,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
265,29,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
266,29,15,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
267,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
268,29,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
269,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
270,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
271,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
272,28,14,9,7,5,5,4,3,3,3,2,2,2,2,2,2,2,2,1,1
273,28,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
274,28,14,9,7,6,5,4,3,3,3,3,2,2,2,2,2,2,2,1,1
275,28,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
276,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
277,29,14,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
278,29,14,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,1
279,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
280,29,15,9,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
281,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
282,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
283,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
284,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
285,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
286,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
287,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
288,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
289,29,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
290,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
291,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
292,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
293,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,1,2
294,30,15,10,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
295,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,1
296,30,15,10,7,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
297,30,15,10,8,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,1
298,30,15,10,8,6,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2
299,30,15,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
300,31,16,10,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
301,31,16,11,8,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2
302,32,16,11,8,6,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2
303,32,16,11,8,6,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2
304,32,16,11,8,6,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2
305,33,16,11,8,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
306,33,17,11,8,7,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2
307,33,17,11,8,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
308,33,16,11,8,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
309,34,17,11,8,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
310,33,17,11,8,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
311,34,17,11,9,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
312,34,17,11,9,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
313,35,17,11,9,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
314,34,17,11,9,7,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2
315,35,17,11,9,7,6,5,4,4,4,3,3,3,2,2,2,2,2,2,2
316,35,17,12,9,7,6,5,4,4,4,3,3,3,2,2,2,2,2,2,2
317,35,18,12,9,7,6,5,4,4,4,3,3,3,2,2,2,2,2,2,2
318,35,18,12,9,7,6,5,4,4,4,3,3,3,2,2,2,2,2,2,2
319,35,18,12,9,7,6,5,4,4,3,3,3,3,3,2,2,2,2,2,2
320,36,18,12,9,7,6,5,5,4,4,3,3,3,3,3,2,2,2,2,2
321,36,18,12,9,7,6,5,5,4,4,3,3,3,2,2,2,2,2,2,2
322,37,18,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
323,36,19,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
324,37,18,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
325,37,19,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
326,37,18,12,9,7,6,5,4,4,4,3,3,3,3,2,2,2,2,2,2
327,37,18,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
328,37,18,12,9,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
329,37,19,12,9,8,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2
