,1,2,3,4,5,6,7,8,9,10,11
1,13,0,26,0,0,55,0,3,0,4,23
2,14,0,26,0,0,55,0,3,0,3,24
3,13,0,26,0,0,57,0,3,0,3,23
4,14,0,26,0,0,56,0,3,0,3,23
5,13,0,25,0,1,55,0,3,0,3,24
6,13,0,25,0,1,56,0,3,0,3,24
7,13,0,25,0,1,55,0,3,0,3,24
8,13,0,23,0,1,59,0,3,0,2,23
9,14,0,23,0,1,57,0,3,0,2,22
10,14,0,22,0,1,58,0,3,0,2,23
11,14,0,22,0,1,58,0,3,0,2,23
12,15,0,21,0,1,59,0,3,0,2,21
13,16,0,21,0,1,59,0,4,0,2,18
14,15,0,21,0,1,60,0,4,0,2,18
15,14,0,23,0,1,59,0,4,0,2,18
16,15,0,23,0,1,59,0,4,0,2,17
17,14,0,22,0,1,60,0,4,0,2,17
18,14,0,22,0,1,58,0,4,0,2,17
19,14,0,22,0,1,59,0,4,0,2,16
20,14,0,22,0,1,59,0,4,0,2,17
21,13,0,23,0,1,59,0,4,0,2,16
22,14,0,22,0,1,59,0,4,0,2,16
23,14,0,22,0,1,59,0,4,0,2,16
24,16,0,21,0,1,59,0,3,0,3,15
25,16,0,20,1,1,61,0,3,0,3,14
26,16,0,19,1,1,62,0,3,0,3,14
27,16,0,18,1,1,63,0,3,0,3,14
28,16,0,17,1,1,64,0,3,0,3,13
29,16,0,15,1,1,66,0,3,0,3,12
30,17,0,14,1,1,67,0,2,0,4,12
31,17,0,14,1,1,69,0,2,0,3,12
32,16,0,16,1,1,67,0,2,0,3,12
33,16,0,16,1,1,67,0,2,0,3,13
34,17,0,16,1,1,67,0,2,0,2,12
35,16,0,16,1,1,66,0,4,0,2,14
36,16,0,16,1,1,67,0,2,0,2,15
37,16,0,16,1,1,67,0,3,0,2,16
38,16,0,17,1,1,66,0,3,0,2,17
39,17,0,17,1,1,64,0,3,0,2,17
40,16,0,17,1,0,69,0,3,0,2,18
41,16,0,17,1,0,68,0,3,0,3,18
42,16,0,16,1,0,70,0,3,0,3,18
43,14,0,15,1,0,74,0,3,0,3,17
44,14,0,15,1,0,74,0,3,0,3,17
45,16,0,16,1,0,72,0,3,0,4,17
46,16,0,16,1,0,71,0,3,0,4,16
47,16,0,16,1,0,71,0,3,0,4,16
48,15,0,16,1,0,70,0,3,0,5,15
49,14,0,17,1,0,70,0,3,0,5,15
50,14,0,17,0,0,71,0,3,0,4,15
51,15,0,15,0,0,70,0,3,0,4,15
52,15,0,15,0,0,70,0,3,0,4,15
53,15,0,13,0,0,69,0,3,0,4,15
54,14,0,13,0,0,70,0,3,0,4,16
55,13,0,13,0,0,68,0,3,0,4,17
56,13,0,12,0,0,69,0,3,0,4,17
57,12,0,12,0,0,70,0,3,0,4,17
58,13,0,12,0,1,69,0,3,0,4,17
59,13,0,13,0,1,66,0,3,0,4,16
60,12,0,13,0,1,67,0,3,0,4,15
61,12,0,13,0,1,65,0,4,0,4,15
62,13,0,13,0,1,65,0,4,0,4,14
63,14,0,14,0,1,60,0,3,0,4,13
64,14,0,15,0,1,59,0,3,0,4,13
65,12,0,16,0,1,57,0,3,0,4,14
66,13,0,15,0,1,56,0,4,0,4,14
67,14,0,17,0,1,54,0,1,0,4,13
68,13,0,17,0,1,55,0,1,0,4,14
69,12,0,17,0,1,57,0,1,0,4,15
70,11,0,17,0,1,56,0,1,0,4,15
71,11,0,17,0,1,56,0,1,0,3,15
72,12,0,16,0,1,57,0,1,0,3,14
73,13,0,16,0,1,54,0,1,0,4,13
74,14,0,16,0,1,55,0,1,0,4,12
75,15,0,16,0,1,49,0,1,0,4,12
76,15,0,16,0,1,49,0,2,0,4,13
77,15,0,16,0,1,47,0,2,0,5,12
78,15,0,15,0,1,46,0,3,0,5,12
79,14,0,15,0,1,45,0,3,0,5,12
80,15,0,15,0,1,45,0,3,0,5,11
81,14,0,15,0,1,45,0,4,0,5,11
82,14,0,13,0,1,43,0,5,0,8,9
83,14,0,10,0,1,46,0,4,0,8,9
84,14,0,11,0,1,44,0,4,0,7,8
85,14,0,11,0,1,44,0,4,0,7,8
86,13,0,10,0,1,44,0,5,0,8,7
87,15,0,10,0,1,42,0,5,0,8,7
88,16,0,9,0,1,39,0,5,0,8,7
89,15,0,9,0,1,37,0,5,0,8,7
90,15,0,9,0,1,35,0,5,0,8,8
91,15,0,9,0,1,36,0,4,0,8,9
92,15,0,9,0,1,36,0,4,0,8,9
93,14,0,9,0,1,37,0,4,0,8,9
94,13,0,9,0,1,37,0,3,0,9,9
95,13,0,9,0,1,37,0,3,0,9,9
96,13,0,8,0,1,36,0,3,0,9,10
97,13,0,8,0,1,37,0,3,0,9,10
98,13,0,8,0,1,37,0,3,0,9,10
99,14,0,8,0,1,40,0,2,0,9,10
100,14,0,8,0,1,39,0,2,0,10,10
101,13,0,8,0,1,41,0,2,0,10,10
102,13,0,8,0,1,41,0,2,0,9,10
103,13,0,7,0,1,44,0,3,0,9,8
104,13,0,7,0,1,45,0,3,0,9,8
