,1,2,3,4,5,6,7,8,9,10,11
1,16,0,11,0,1,47,0,4,0,6,10
2,16,0,11,0,1,47,0,4,0,6,11
3,15,0,10,0,1,47,0,4,0,7,11
4,15,0,10,0,1,47,0,4,0,7,11
5,16,0,10,0,1,47,0,4,0,8,10
6,16,0,10,0,1,47,0,4,0,8,10
7,17,0,10,0,1,46,0,5,0,8,10
8,16,0,10,0,1,47,0,5,0,8,10
9,15,0,10,0,1,48,0,5,0,8,10
10,15,0,10,0,1,48,0,4,0,8,11
11,15,0,9,0,1,47,0,4,0,8,11
12,15,0,9,0,1,47,0,4,0,8,11
13,16,0,11,0,1,45,0,4,0,8,11
14,16,0,9,0,1,46,0,4,0,7,11
15,16,0,9,0,1,46,0,4,0,7,11
16,16,0,10,0,1,44,0,4,0,7,11
17,14,0,10,0,1,44,0,4,0,7,11
18,14,0,10,0,1,45,0,2,0,6,10
19,16,0,9,0,1,43,0,2,0,7,9
20,14,0,9,0,1,44,0,2,0,5,9
21,15,0,9,0,1,45,0,1,0,5,8
22,15,0,9,0,1,45,0,2,0,4,9
23,13,0,9,0,1,47,0,2,0,4,8
24,13,0,9,0,1,47,0,2,0,4,7
25,12,0,9,0,1,51,0,3,0,4,4
26,12,0,9,0,1,50,0,3,0,4,4
27,11,0,9,0,1,51,0,3,0,3,4
28,11,0,9,0,1,50,0,3,0,3,4
29,11,0,9,0,1,50,0,3,0,3,4
30,11,0,9,0,1,49,0,3,0,3,4
31,13,0,9,0,1,48,0,3,0,3,4
32,14,0,9,0,0,48,0,3,0,2,5
33,14,0,8,0,0,50,0,3,0,1,4
34,14,0,8,0,0,49,0,3,0,1,5
35,14,0,7,0,0,49,0,3,0,1,5
36,14,0,7,0,0,49,0,4,0,1,5
37,15,0,7,0,0,47,0,4,0,1,4
38,15,0,8,0,0,47,0,4,0,1,4
39,15,0,8,0,0,49,0,4,0,1,3
40,14,0,7,0,0,50,0,5,0,1,3
41,15,0,7,0,0,50,0,5,0,1,3
42,15,0,7,0,0,51,0,5,0,1,2
43,14,0,8,0,0,50,0,5,0,1,2
44,14,0,8,0,0,49,0,5,0,1,2
45,14,0,9,0,0,50,0,4,0,1,2
46,14,0,9,0,0,50,0,4,0,1,2
47,13,0,10,0,0,50,0,4,0,1,3
48,14,0,9,0,0,48,0,4,0,1,3
49,14,0,9,0,0,46,0,4,0,2,3
