val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.012471986125321499,43.61893359186717,0.023877271693263015,70781.00438612288
0.009144038507824997,58.429089347623616,0.009566745249901788,68556.53879592792
0.008491373908224787,35.26987141508676,0.008558000800531294,45134.58502462924
0.007903993341612096,24.647929243073058,0.007821141707947699,41562.945132919056
0.007657463473188846,23.300651104100872,0.007076550962561268,36673.64085073801
0.004681750022325004,33.91383940395169,0.006122116589887162,36405.365702695686
0.004761989830554987,48.14637894618174,0.005592309012061964,41498.607237395205
0.004199983844184018,27.62146356969995,0.005007792820459453,34471.3459670136
0.003677804408484835,35.3854165359144,0.004766988699213933,37258.22895658176
0.0037612703510327863,43.2613100380395,0.004626132121656911,37597.372752773736
0.003916393322654662,21.572895432499198,0.004247150878658739,34086.26451977332
0.003214645011537256,33.66485574129002,0.004119293614779994,21131.95504003803
0.003998800207188013,56.700899236919334,0.0040396793048386856,39773.87956791118
0.003157992675483878,19.480087667627014,0.003955310197452367,32357.855255536095
0.003029925686458083,37.66384654302524,0.003810343735930273,26194.88546941311
0.003306970640700933,26.113795660455306,0.0036913870804453804,25814.840481892214
0.0029912183646610664,37.469435184351276,0.0035435499044419345,35091.05553845525
0.002850671545997415,19.775311403838405,0.0035485972125020066,41896.786398636126
0.0031838780155304847,20.54712615221509,0.003418724902447755,34858.017596770726
0.002799956570918119,39.22945305007895,0.003387271244899701,20754.186312978196
0.002665993270935888,21.63841039662496,0.0034193355688288555,38226.094948027014
0.002714847523364739,29.35734850336776,0.0032937830511985695,23940.973971584513
0.0031819160678124674,26.31904684915028,0.003267007239825897,29871.57557825819
0.002939215439891294,44.313502137642594,0.003212062300388086,30913.54846954449
0.0025428494966438083,20.195118901662166,0.0032354330721358626,27916.734037293514
0.0025867229503529162,26.985081577055865,0.0031242563091849877,22509.37622872563
0.0029548160303240418,20.766729506857903,0.003133794641501065,41663.55334373655
0.002931990495530989,20.340024791217402,0.003055147590178807,29049.23093743793
0.0030665335815237083,39.89401645219112,0.0030627840273713663,24032.017915952005
0.003035888071638798,21.874544187805647,0.0030719873377327194,33737.00735002421
0.00242640275584778,20.610038178745455,0.0030086044280521447,25717.898777262024
0.0026013028549370393,32.823045823751805,0.0029674299003524802,22224.891477918853
0.0024430093494337292,23.54649242214801,0.0030257254675725253,15550.894092080067
0.0026160383179237956,18.59328231713459,0.00289808138472549,29101.214161513508
0.002351178152302333,24.314021039438124,0.0029073677091401512,32363.71163574555
0.0026960493529881026,25.959379034361067,0.0029404029358115237,35080.9555548631
0.002525919460593352,18.48381796594144,0.002938823363191243,36156.55991555864
0.0023444793638976763,23.632778687464853,0.002884995559167306,37160.17979782337
0.0023714733129884366,19.968356698828064,0.0028894405174148033,38684.60505290895
0.0023454186580787895,19.62174581316872,0.0028935323568471407,22526.086156331206
0.0027104406617581844,25.150500765802928,0.0028541994882210838,25164.890972285382
0.00249672606455732,32.31678810217693,0.0028801023912126736,24531.268957759534
0.002511823819208038,18.142791395015767,0.0028463291213926623,20174.97988636185
0.002383345773366967,19.643216670019154,0.0028130819925691114,31479.25883577198
0.0025106900219582884,33.915825047039434,0.002824226803888204,28783.069195066033
0.0023984558007064585,21.43422044396094,0.002802643315645598,25878.722461992944
0.0024125550491711396,20.860672325585373,0.0027944182445121517,22374.172626191736
0.002616402286088099,18.2665482155768,0.0028308088607391564,23625.002164271726
0.0024194893550491653,19.548040595949463,0.002824989766513897,29425.6972664857
0.0023525696634470574,18.41545730139725,0.002812537168231556,32726.28934461587
0.0023953322333745792,18.424774871080885,0.0028094730796765976,31490.532957428495
0.0027099824307012374,20.13280086958623,0.0027710063082750066,30182.982464141587
0.0026289066449430194,18.460365354248676,0.002814222983479247,20785.01455276748
0.0022570565492537227,22.74341244440152,0.0027784120484997156,31269.781522974048
0.0025081767432468256,21.4389004989271,0.0028215093064926943,26147.977935734634
0.002292481749941018,26.808491925040983,0.0027589922923973555,27657.38572941641
0.002339101997431569,29.83615719322067,0.0027493005185624804,25847.632424595977
0.0022744636765410667,19.70321168384699,0.00278070735748289,28783.358317158585
0.00227609307416607,18.71263548157209,0.002773427601682685,27499.553822821406
0.00239746123019625,30.64087837827236,0.00274018713519356,32943.591908642265
0.002406967181956592,21.95635589168127,0.0027189592841254957,26027.71042644488
0.002242510618191873,21.022137355068963,0.0027368574286416427,22849.52011097071
0.0022895783404424633,18.77331606220157,0.002711552497567767,26738.08489177639
0.0023436565814027445,20.856373029380347,0.0027498455370255446,28269.653887257205
0.0026352177858879372,18.84486197444651,0.0027269577810193524,25343.687505146092
0.002313434556641336,18.84804422138283,0.002710736086686789,23747.857050451763
0.002377205294889702,22.18359810895356,0.0027475205923162276,29161.631490578344
0.002542628540362981,18.77747446467147,0.0027393145330755386,24462.961279584466
0.002339775435827615,17.71391061522967,0.0026982594816550866,34346.252447588646
0.0023543267719720543,17.511612237572365,0.0027033822886582655,27038.986334314377
0.0022478419275844233,20.452070432334448,0.0027225579014521534,25817.311381199466
0.0022269842714061697,21.100881542215618,0.0027008585698776325,22108.96238773385
0.0024066732413492195,26.19502238687942,0.002706167261163562,23868.783561152053
0.0023575941687880757,17.45138169315603,0.0027112380477078892,23119.675491916205
0.002365419814114131,20.29945908965672,0.0026974922577708456,24111.0513101892
0.002364150028206542,17.56937262331612,0.0026822268186547493,20267.635446419925
0.002279849317772338,18.42702033525874,0.002695265210754538,27244.208622782044
0.0022311389056012838,22.64684218183581,0.002683888906202579,26798.79503897043
0.0028044744101436785,18.403628621432347,0.0026828186641115756,22433.20272942779
0.0022338522983604806,19.2319058759047,0.0027042162800365584,22304.893350635593
0.002548683176755637,17.92707093638442,0.0026879033949857548,30768.325735612256
0.002257039414654105,18.81810349609061,0.0026925730472272735,30660.16304579085
0.002256265042677694,18.502513311822494,0.0026432922887221232,20529.14544760649
0.002250429217710823,20.34421360339481,0.0026849989575033974,29763.60152449372
0.002220428191127787,24.174686667238838,0.0026871979713629364,30947.06192734463
0.002228106759610684,19.326628702158793,0.0026652885190195453,22121.950862211066
0.002259169731547716,20.433831045744046,0.0026864593239911533,28686.205423458036
0.0023223913776278878,19.988343702183897,0.002680942053006867,26796.289179612242
0.002337006641345956,17.905334609946127,0.0026869906642932,30776.187368105355
0.0022547044650625177,23.545161641961812,0.0026667192656609972,25884.07773450457
0.0022503409222256786,17.83192392854274,0.0026650617660923023,35480.638788745426
0.002345342590092923,20.941425431356944,0.0026440880912655994,26961.416635275113
0.0024112943604176714,18.22327726604393,0.00266020427918914,26811.299034064858
0.002217525812907379,18.976800707741077,0.0026731131519743445,24459.13837173979
0.0023126939436119136,22.036701187682947,0.0026500410580281484,22441.85583813761
0.002394045894644714,24.42470123467531,0.002639583107683871,22186.239963461925
0.002287438706731888,19.207410346572992,0.0026700205349884294,25088.898150887184
0.002318085167092537,17.390930626876557,0.002657281569978696,22249.480455237437
0.002218562707719142,20.354297177037726,0.0026409482017033183,25894.46044172746
0.002370389198146971,17.677705225417423,0.00264632950082295,30658.94947975857
0.0024626654223239668,18.6327661695701,0.002655756764619027,27714.47181680298
0.002213206598571092,19.377468829902707,0.0026188761664522908,27790.471195176982
0.002218155733520371,22.775108719852714,0.002615700338825078,30779.57086983865
0.0022755664324981655,17.615171927719313,0.002652415746665102,26582.35666281878
0.0024348563983902375,27.48848630223605,0.0026530386525506185,27269.602702537406
0.002368649203871355,17.632025157271435,0.002638750103633788,21346.810265535776
0.0022057559847554007,19.554933116491167,0.0026433003382536316,23461.286747462385
0.0022521585445721805,26.086536245664778,0.002638607474959503,22861.766615276014
0.002401202089921751,17.81417665260923,0.0026260669270877614,24926.56011917373
0.002220991180412433,20.737083386026494,0.0026528493296039306,23522.85995286017
0.002201515480943005,23.21909157230799,0.002644486806907896,24288.862457513325
0.0023075521386115975,17.46488168123142,0.0026485323123002454,28511.03305523785
0.0022904529528941357,17.522408983088397,0.002635945350563122,25416.073525844768
0.0022291863890206752,17.298606470495386,0.0026334995404201545,23216.837372898426
0.002274418839583877,17.139373097750706,0.002616803575780685,23055.03599226793
